area_sqft,bedrooms,bathrooms,stories,parking,age_years,distance_to_city_km,distance_to_school_km,distance_to_hospital_km,crime_rate,property_tax,income_index,total_rooms,bed_to_bath_ratio,space_per_room,amenity_score,distance_score,is_new_property,has_garden,has_pool,location_Chennai,location_Delhi,location_Hyderabad,location_Mumbai,location_Pune,furnishing_Semi-Furnished,furnishing_Unfurnished,price
-0.3589462360249461,-1.4657749125214399,0.0,1.4941429543982063,-1.4124828028277852,-1.0381162660852739,-0.030115067074948057,-0.8746424344863045,-1.2773774305747692,0.9167797968470548,-0.32912408871942705,-1.3408394178040797,-0.851026203431816,-2.0925580440478853,0.5443893280460285,-0.6874748808144565,-0.5850635129405877,1.5963625742686276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10779142.0
-0.6630919494288344,-0.3660836672987891,0.0,0.26736679974836663,0.9887808467928138,1.6382863606196063,-0.1935564215865943,0.5752860725567,-1.1873992691702553,-0.24699595437074157,-1.374792708499716,-2.102915845267121,-0.2097981525998593,-0.5403589597180591,-0.8139335694965416,0.5787754533874336,-0.34006658744609775,-0.626424106978422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7333987.0
-1.2918472121153524,-1.4657749125214399,0.0,-0.959409354901473,2.189412671603113,-1.1327365609687798,2.5276578829114364,-0.6869690160381494,-0.5005659704491342,-0.21452855895548995,-1.3850988856203237,1.0792992217486108,-1.4922542542637727,-0.5403589597180591,-0.5248034933964741,-0.6874748808144565,2.025903721614975,1.5963625742686276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5327190.0
-1.4183793270907756,-1.4657749125214399,0.0,-0.959409354901473,-0.21185097801748573,-1.011081896118558,-1.1405053003035563,-1.2802591775839303,-0.8424829837862862,0.607257293888323,-0.8398826703229728,-0.8023283977943738,-1.4922542542637727,-0.5403589597180591,-0.842571962380266,0.5787754533874336,-1.6016063117383592,1.5963625742686276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10283969.0
-0.009030263747231758,-0.3660836672987891,0.0,-0.959409354901473,-0.21185097801748573,0.05677571756672257,0.003584181277968915,1.4743022867357656,0.258249857395598,-0.8422315369836877,1.0257687359135075,0.5361904555701994,-0.2097981525998593,-0.5403589597180591,0.2811253437834073,0.5787754533874336,0.4478124142234832,-0.626424106978422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16060608.0
-0.18758113710144037,-1.4657749125214399,0.0,-0.959409354901473,0.9887808467928138,-0.4028085718674488,2.0019496086059347,0.13031845139736464,0.2222585928337925,-0.2729698707029428,-1.1174105191254478,0.9252747250969557,-1.4922542542637727,-0.5403589597180591,2.248412935302819,-0.6874748808144565,1.9380159356439355,-0.626424106978422,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10524927.0
0.12749945043612657,-0.3660836672987891,0.0,-0.959409354901473,-1.4124828028277852,1.2598051810855828,-0.6704007857803669,-0.559835409992625,0.8071166419631316,-0.9324187464704977,1.9912047390907266,0.9953903541697242,0.4314298982320974,-1.7045082729654286,-0.21314380097692007,0.5787754533874336,-0.5547305602603172,-0.626424106978422,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19328492.0
0.5672376030976288,0.7336075779238617,0.0,1.4941429543982063,-1.4124828028277852,-1.1192193759854219,-0.660291011274492,-1.73430777060366,-0.9654531377057882,1.6036455842986,1.878731289155643,0.3212458221831871,1.072657949064054,-0.5403589597180591,-0.20311195689436354,-0.6874748808144565,-1.3068322331275288,1.5963625742686276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21406859.0
1.2128638144475368,0.7336075779238617,0.0,0.26736679974836663,-1.4124828028277852,1.3138739210190147,0.726433058448034,-1.4316087085905067,-1.0944218357189244,0.9333742433926276,0.31440916718507855,-2.102915845267121,0.4314298982320974,1.0118401246117665,1.3444260914388744,-1.9537252150163467,0.017706700577601667,-0.626424106978422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12089765.0
1.442964808717659,1.8332988231465124,0.0,-0.959409354901473,2.189412671603113,-0.1730164271503631,-0.8624865013919928,-0.1723806106157887,0.26724767353604945,0.17219419532395125,1.4088085036903537,-0.2316331546037251,1.7138859998960108,0.6237903535293104,0.2913253193310357,0.5787754533874336,-0.7725056051443082,-0.626424106978422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20982846.0
-1.7882904977843594,-1.4657749125214399,0.0,-0.959409354901473,-1.4124828028277852,-0.6596350865512505,1.754260133211996,0.1575613669785484,0.43220763611099117,0.3056712653644302,-1.867894669677768,0.6396397443660868,-1.4922542542637727,-0.5403589597180591,-1.7715543507180687,-0.6874748808144565,1.7707958118937284,-0.626424106978422,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4413809.0
-0.10963110577707441,-0.3660836672987891,0.0,0.26736679974836663,-0.21185097801748573,0.9759442964350651,0.5057029817364291,-0.962425162470119,0.258249857395598,-1.3977847474224374,0.5706635107612427,0.9890684531877533,-0.2097981525998593,-0.5403589597180591,0.11269497833027034,1.8450257875893237,0.28525889857793374,-0.626424106978422,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12748028.0
0.10953501435936891,0.7336075779238617,0.0,-0.959409354901473,-1.4124828028277852,-0.8759100462849781,0.00021425644267730737,1.1261983654206391,0.00031246136932559315,-0.05147008420333757,0.007246197756554642,0.7511350889572109,1.072657949064054,-0.5403589597180591,-0.777841348328012,-0.6874748808144565,0.2883699706477044,1.5963625742686276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12208254.0
-1.3877616795164756,-1.4657749125214399,0.0,-0.959409354901473,0.9887808467928138,-0.8083241213681882,2.551247356758479,0.49658431643328016,-1.3703548640260999,-0.24771745204663617,-1.1563406447772522,0.12239330038664704,-1.4922542542637727,-0.5403589597180591,-0.7656798390212248,1.8450257875893237,2.523675252778383,1.5963625742686276,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6156146.0
